Customer ID,Name,Surname,,,,,Date Joined,Balance
100000179,Dan,Metcalfe,,,,,06.Apr.15,52862.29
400000180,Eric,Bower,,,,,06.Apr.15,20516.51
100000181,Mary,Watson,,,,,07.Apr.15,99806.54
100000182,Austin,Ball,,,,,07.Apr.15,21236.23
100000183,Christian,Piper,,,,,07.Apr.15,115312.87
100000184,Peter,McGrath,,,,,07.Apr.15,80564.87
100000185,Cameron,Short,,,,,07.Apr.15,21351.4
200000186,Sue,Ellison,,,,,07.Apr.15,58953.83
100000187,Emma,Parr,,,,,08.Apr.15,40685.39
100000188,Pippa,Mathis,,,,,08.Apr.15,22659.88
100000189,Wendy,Morrison,,,,,08.Apr.15,9431.04
100000190,Vanessa,Avery,,,,,08.Apr.15,58714.66
200000191,Jason,Fisher,,,,,08.Apr.15,1239.6
100000192,Oliver,Blake,,,,,09.Apr.15,48396.17
100000193,Jane,Wright,,,,,10.Apr.15,12283.3
100000194,James,McGrath,,,,,10.Apr.15,29331.41
100000195,Amanda,Young,,,,,10.Apr.15,16390.11
100000196,Jennifer,Slater,,,,,10.Apr.15,87203.66
100000197,Blake,Ross,,,,,11.Apr.15,3141.6
100000198,Tim,North,,,,,11.Apr.15,2299.26
100000199,Jasmine,Terry,,,,,11.Apr.15,44162.06
100000200,Karen,Mackenzie,,,,,11.Apr.15,90868.86
100000201,Oliver,Dickens,,,,,12.Apr.15,37985.15
100000202,Fiona,Underwood,,,,,12.Apr.15,54630.38
100000203,Yvonne,Arnold,,,,,12.Apr.15,60648.52
100000204,Fiona,Vance,,,,,12.Apr.15,18894.19
100000205,Anna,Lee,,,,,12.Apr.15,79603.36
100000206,Wanda,Short,,,,,12.Apr.15,109026.81
100000207,Blake,Berry,,,,,12.Apr.15,73998.37
100000208,Phil,Lewis,,,,,12.Apr.15,3734.24
100000209,Christian,Sharp,,,,,12.Apr.15,23322.33
200000210,Blake,Rutherford,,,,,12.Apr.15,64482.16
100000211,Robert,Wright,,,,,13.Apr.15,52505.16
100000212,Eric,North,,,,,13.Apr.15,16569.82
100000213,Tracey,Grant,,,,,13.Apr.15,21065.22
100000214,Faith,McDonald,,,,,13.Apr.15,13487.9
100000215,Alan,Murray,,,,,13.Apr.15,34338.84
100000216,Nathan,Turner,,,,,13.Apr.15,48146.54
100000217,Carolyn,Hart,,,,,13.Apr.15,27008.87
100000218,Theresa,Grant,,,,,14.Apr.15,29907.72
100000219,Alexander,Ince,,,,,14.Apr.15,31660.86
100000220,Maria,Simpson,,,,,14.Apr.15,33509.17
100000221,Sally,Arnold,,,,,14.Apr.15,2575.63
100000222,Jessica,Morrison,,,,,14.Apr.15,4072.58
100000223,Lucas,Langdon,,,,,14.Apr.15,15375.41
100000224,Christian,Baker,,,,,14.Apr.15,18103.72
100000225,Piers,White,,,,,14.Apr.15,63230.57
100000226,Gordon,Fraser,,,,,14.Apr.15,9875.43
100000227,Connor,Gill,,,,,15.Apr.15,106172.13
100000228,Virginia,Howard,,,,,15.Apr.15,4611.5
100000229,Yvonne,Johnston,,,,,15.Apr.15,42635.27
100000230,Dan,Terry,,,,,15.Apr.15,51923.76
100000231,Audrey,McGrath,,,,,15.Apr.15,39249.25
100000232,Trevor,King,,,,,15.Apr.15,57762.79
100000233,Stewart,Pullman,,,,,16.Apr.15,63869.71
100000234,Brian,Mackay,,,,,16.Apr.15,10199.66
100000235,Jessica,James,,,,,16.Apr.15,47518.92
100000236,Carol,Blake,,,,,16.Apr.15,25542.15
100000237,Alison,Hudson,,,,,16.Apr.15,23887.45
300000238,Dorothy,Miller,,,,,16.Apr.15,39264.03
100000239,Natalie,Welch,,,,,17.Apr.15,11880.47
100000240,John,Baker,,,,,17.Apr.15,50658.95
100000241,Oliver,Powell,,,,,17.Apr.15,14946.79
100000242,Amanda,Rees,,,,,17.Apr.15,57148.41
100000243,Paul,Davies,,,,,17.Apr.15,116144.95
100000244,Brian,Short,,,,,17.Apr.15,45135.16
100000245,Matt,Graham,,,,,17.Apr.15,9867.56
100000246,Justin,Paterson,,,,,17.Apr.15,4442.71
100000247,Claire,Dickens,,,,,17.Apr.15,14380.27
100000248,James,Miller,,,,,17.Apr.15,4263.53
100000249,Brandon,Bower,,,,,17.Apr.15,32667.33
100000250,Amelia,Mathis,,,,,17.Apr.15,13407.54
100000251,Fiona,Jones,,,,,17.Apr.15,57127.03
100000252,Nicholas,Lyman,,,,,17.Apr.15,74588.31
100000253,Lauren,Ball,,,,,17.Apr.15,41237.66
100000254,Stewart,Rees,,,,,17.Apr.15,20276.52
100000255,Diane,Henderson,,,,,17.Apr.15,20379
200000256,Julian,Peake,,,,,17.Apr.15,29487.25
200000257,Justin,Underwood,,,,,17.Apr.15,79483.58
200000258,Owen,McGrath,,,,,17.Apr.15,2112.92
200000259,Alison,Taylor,,,,,17.Apr.15,18160.49
200000260,Harry,Walsh,,,,,17.Apr.15,26059.74
200000261,Nathan,Howard,,,,,17.Apr.15,19177.31
200000262,Zoe,Clarkson,,,,,17.Apr.15,23550.89
200000263,Gabrielle,Marshall,,,,,17.Apr.15,87758.52
200000264,Lily,Davies,,,,,17.Apr.15,10577.52
200000265,Tim,Sanderson,,,,,17.Apr.15,45213.63
200000266,Karen,Oliver,,,,,17.Apr.15,13162.58
200000267,Luke,MacLeod,,,,,17.Apr.15,36993.45
300000268,James,Oliver,,,,,17.Apr.15,67180.28
300000269,Gabrielle,Powell,,,,,17.Apr.15,44094.63
300000270,Heather,Black,,,,,17.Apr.15,27020.99
300000271,Carl,Abraham,,,,,17.Apr.15,28912.8
400000272,Rose,Blake,,,,,17.Apr.15,48997.63
100000273,Jake,Skinner,,,,,18.Apr.15,41250.67
100000274,Rose,Russell,,,,,18.Apr.15,111818.28
100000275,Victor,Avery,,,,,19.Apr.15,10114.95
100000276,Brandon,Miller,,,,,19.Apr.15,14034.12
100000277,Maria,Arnold,,,,,19.Apr.15,57574.38
100000278,Irene,Vaughan,,,,,19.Apr.15,71596.18
100000279,Blake,Alsop,,,,,19.Apr.15,32187.62
100000280,Stephanie,Ogden,,,,,19.Apr.15,717.13
100000281,Sam,Parsons,,,,,19.Apr.15,103875.81
100000282,Theresa,Marshall,,,,,20.Apr.15,70403.65
100000283,Stephanie,Smith,,,,,20.Apr.15,12559.26
100000284,Lily,Hughes,,,,,20.Apr.15,7136.47
100000285,Matt,Black,,,,,21.Apr.15,51792.13
100000286,Ruth,Lambert,,,,,21.Apr.15,96203.49
100000287,Peter,Lyman,,,,,21.Apr.15,64731.46
100000288,Liam,King,,,,,21.Apr.15,37857
100000289,Olivia,Peake,,,,,22.Apr.15,51470.09
100000290,Joe,May,,,,,22.Apr.15,70357.61
100000291,Wanda,Quinn,,,,,22.Apr.15,5470.79
100000292,Karen,Glover,,,,,22.Apr.15,25248.37
100000293,Nathan,Bond,,,,,22.Apr.15,65116.98
100000294,Brandon,Morgan,,,,,22.Apr.15,23668.42
200000295,Tim,Thomson,,,,,22.Apr.15,16423.75
100000296,Penelope,Clarkson,,,,,23.Apr.15,50533.23
100000297,Sophie,Thomson,,,,,23.Apr.15,152.91
100000298,Anna,James,,,,,23.Apr.15,14758.38
100000299,Zoe,Johnston,,,,,23.Apr.15,14730.54
200000300,Owen,Smith,,,,,23.Apr.15,64309.53
200000301,Joseph,Robertson,,,,,23.Apr.15,99190.79
300000302,William,Wilkins,,,,,23.Apr.15,13597.9
100000303,Brian,Russell,,,,,24.Apr.15,122903.78
100000304,Andrea,Jackson,,,,,24.Apr.15,30474.69
100000305,Kevin,Springer,,,,,24.Apr.15,8802.24
100000306,Phil,Grant,,,,,24.Apr.15,60487.89
100000307,Adrian,Hill,,,,,24.Apr.15,2457.4
100000308,John,Campbell,,,,,24.Apr.15,33311.31
100000309,Alexander,Edmunds,,,,,24.Apr.15,21296.27
100000310,Felicity,Hodges,,,,,24.Apr.15,60876.78
100000311,Lucas,Avery,,,,,25.Apr.15,26572.16
100000312,Blake,Hudson,,,,,25.Apr.15,21150.98
100000313,Jessica,Piper,,,,,26.Apr.15,65947.69
100000314,Nicola,Clarkson,,,,,26.Apr.15,86849.17
100000315,Peter,Metcalfe,,,,,26.Apr.15,7336.33
100000316,Mary,Carr,,,,,26.Apr.15,5611.36
100000317,Liam,Stewart,,,,,26.Apr.15,43790.83
100000318,Anna,MacLeod,,,,,27.Apr.15,1537.23
100000319,John,Hemmings,,,,,27.Apr.15,23015.54
100000320,Ryan,Morrison,,,,,27.Apr.15,42984.36
100000321,Adam,Sharp,,,,,27.Apr.15,67809.29
100000322,Alison,Lambert,,,,,27.Apr.15,35117.34
100000323,Joanne,Fisher,,,,,27.Apr.15,45045.19
100000324,David,Newman,,,,,27.Apr.15,33113.21
100000325,Boris,Walker,,,,,28.Apr.15,41080.73
100000326,Felicity,North,,,,,28.Apr.15,71637.04
100000327,Dominic,Miller,,,,,28.Apr.15,7463.59
100000328,Megan,Tucker,,,,,28.Apr.15,2016.84
100000329,Deirdre,Coleman,,,,,28.Apr.15,12405.07
100000330,Wendy,Turner,,,,,28.Apr.15,19933.38
100000331,Jonathan,Manning,,,,,28.Apr.15,50015.54
100000332,Carolyn,Churchill,,,,,28.Apr.15,24709.89
200000333,David,Morrison,,,,,28.Apr.15,15859.07
100000334,Carolyn,Roberts,,,,,29.Apr.15,41128.52
100000335,Karen,May,,,,,29.Apr.15,7583.72
100000336,Tracey,Edmunds,,,,,29.Apr.15,25132.97
100000337,Tracey,Langdon,,,,,29.Apr.15,70526.58
100000338,Jake,Dyer,,,,,29.Apr.15,31273.66
200000339,Theresa,Slater,,,,,29.Apr.15,33008.01
300000340,Rebecca,Nash,,,,,29.Apr.15,1488.04
100000341,Jasmine,Greene,,,,,30.Apr.15,4507.91
100000342,Christian,Jackson,,,,,30.Apr.15,18433.59
100000343,Eric,Vance,,,,,30.Apr.15,30907.61
100000344,Anna,Miller,,,,,30.Apr.15,58807.73
100000345,Benjamin,Ince,,,,,30.Apr.15,10174.7
100000346,Joseph,Buckland,,,,,02.May.15,20570.41
200000347,Jake,Manning,,,,,02.May.15,70950.09
200000348,Brandon,Anderson,,,,,02.May.15,27842.09
200000349,Cameron,Duncan,,,,,02.May.15,60036.51
200000350,Isaac,Kelly,,,,,02.May.15,31920.69
300000351,Nicholas,James,,,,,02.May.15,48457.2
200000352,Piers,Harris,,,,,03.May.15,90573.15
200000353,Gordon,Ellison,,,,,03.May.15,6416.8
200000354,Ian,Kerr,,,,,03.May.15,13414.22
200000355,Sebastian,Welch,,,,,03.May.15,10950.36
200000356,Richard,Hamilton,,,,,03.May.15,17740.51
300000357,Mary,Reid,,,,,03.May.15,18106.22
300000358,Simon,Morrison,,,,,03.May.15,6729.3
400000359,Gabrielle,MacDonald,,,,,03.May.15,65798.4
100000360,Emma,Fisher,,,,,04.May.15,8118.3
200000361,Charles,Tucker,,,,,04.May.15,68256.88
200000362,Joshua,Underwood,,,,,04.May.15,107185.54
200000363,Brandon,Johnston,,,,,04.May.15,24064.3
300000364,Katherine,Howard,,,,,04.May.15,5654.34
300000365,Dorothy,Butler,,,,,04.May.15,65204.55
300000366,Dorothy,Paige,,,,,04.May.15,17495.5
300000367,Karen,Gray,,,,,04.May.15,18897.91
400000368,Olivia,Simpson,,,,,04.May.15,62299.63
100000369,Joan,Quinn,,,,,05.May.15,40010.06
200000370,Joshua,Bond,,,,,05.May.15,53342.1
200000371,Alan,Kelly,,,,,05.May.15,6288.73
200000372,Thomas,Martin,,,,,05.May.15,20205.92
200000373,Lucas,Gill,,,,,05.May.15,16549.43
300000374,John,Underwood,,,,,05.May.15,94786.37
300000375,Molly,Black,,,,,05.May.15,47772.44
400000376,Megan,Forsyth,,,,,05.May.15,44349.72
100000377,Samantha,Knox,,,,,06.May.15,9119.52
100000378,Harry,Manning,,,,,06.May.15,311.26
100000379,Melanie,Henderson,,,,,06.May.15,19744.49
100000380,Piers,Walker,,,,,06.May.15,48712.33
100000381,Kimberly,Bond,,,,,06.May.15,13162.58
100000382,Anthony,Chapman,,,,,06.May.15,53204.35
100000383,Jasmine,Oliver,,,,,06.May.15,67428.15
200000384,Bella,Bailey,,,,,06.May.15,12088.72
200000385,Joe,Parsons,,,,,06.May.15,28710.54
200000386,Edward,Marshall,,,,,06.May.15,36923.01
200000387,Christian,Blake,,,,,06.May.15,40540.01
200000388,Gavin,Sanderson,,,,,06.May.15,23001.06
200000389,Leonard,Thomson,,,,,06.May.15,11418.92
200000390,Joseph,Henderson,,,,,06.May.15,16431.17
200000391,Gavin,Berry,,,,,06.May.15,56557.11
300000392,Yvonne,Piper,,,,,06.May.15,25290.08
300000393,Lily,Lyman,,,,,06.May.15,109225.68
300000394,Julia,Scott,,,,,06.May.15,41572.1
300000395,Gavin,Oliver,,,,,06.May.15,4820.58
400000396,Fiona,Buckland,,,,,06.May.15,23059.56
400000397,Madeleine,Kerr,,,,,06.May.15,61911.69
400000398,Nicola,Ferguson,,,,,06.May.15,36603.02
400000399,Amy,Miller,,,,,06.May.15,20060.1
100000400,Jacob,Fisher,,,,,07.May.15,2423.46
100000401,Leonard,Paterson,,,,,07.May.15,51459.45
100000402,Kylie,McDonald,,,,,07.May.15,13621.48
100000403,Ruth,Simpson,,,,,07.May.15,84925.13
100000404,Stewart,Bell,,,,,07.May.15,120732.35
100000405,Cameron,Blake,,,,,07.May.15,23722.37
200000406,Ian,May,,,,,07.May.15,39343.24
200000407,Charles,Gibson,,,,,07.May.15,23703.79
200000408,Blake,Churchill,,,,,07.May.15,26811.22
300000409,Stewart,Scott,,,,,07.May.15,19287.92
300000410,Andrew,Grant,,,,,07.May.15,50621.67
300000411,Edward,Dowd,,,,,07.May.15,97120.48
100000412,Dan,Wright,,,,,08.May.15,6507.7
100000413,Boris,Burgess,,,,,08.May.15,38590.44
200000414,Sebastian,Langdon,,,,,08.May.15,8313.86
200000415,Jake,Miller,,,,,08.May.15,35076.06
200000416,Gordon,Lee,,,,,08.May.15,64383.55
200000417,Andrew,Murray,,,,,08.May.15,31821.23
300000418,Christian,McLean,,,,,08.May.15,9667.85
400000419,Alison,Kerr,,,,,08.May.15,1905.46
100000420,Samantha,Mackenzie,,,,,09.May.15,4285.6
100000421,Kimberly,Wallace,,,,,09.May.15,5357.39
100000422,Brian,Simpson,,,,,09.May.15,8245.73
100000423,Wendy,Metcalfe,,,,,09.May.15,60406.61
200000424,Keith,Ogden,,,,,09.May.15,67540.82
200000425,Joshua,Ince,,,,,09.May.15,34870.84
200000426,Andrew,Jackson,,,,,09.May.15,40918.44
300000427,Dominic,Welch,,,,,09.May.15,65526.26
300000428,Diana,Bower,,,,,09.May.15,20738.67
300000429,Trevor,Reid,,,,,09.May.15,34401.95
300000430,Amy,Welch,,,,,09.May.15,20774.79
400000431,Jan,Avery,,,,,09.May.15,743.29
400000432,Abigail,Poole,,,,,09.May.15,4287.78
400000433,Rose,Robertson,,,,,09.May.15,23871.79
400000434,Penelope,Paterson,,,,,09.May.15,2437.23
100000435,Isaac,Rutherford,,,,,10.May.15,15042.08
100000436,Bella,Hemmings,,,,,10.May.15,77908.67
100000437,Sean,Sanderson,,,,,10.May.15,6459.02
200000438,Colin,Howard,,,,,10.May.15,1860.46
300000439,Tim,Miller,,,,,10.May.15,3209.28
300000440,Sally,Mitchell,,,,,10.May.15,32658.92
400000441,Amy,Murray,,,,,10.May.15,60338.07
400000442,Dorothy,Duncan,,,,,10.May.15,72810.9
100000443,Justin,Hodges,,,,,11.May.15,107287.71
100000444,Melanie,Nash,,,,,11.May.15,18907.19
100000445,Rose,Hodges,,,,,11.May.15,44996.7
100000446,Christian,Abraham,,,,,11.May.15,66791.82
200000447,Neil,Coleman,,,,,11.May.15,76071.15
200000448,Evan,Hart,,,,,11.May.15,21536.61
400000449,Edward,Buckland,,,,,11.May.15,41273.45
400000450,Jake,Cornish,,,,,11.May.15,2838.91
100000451,Tracey,Thomson,,,,,12.May.15,10303.92
100000452,Peter,Quinn,,,,,12.May.15,15488.15
100000453,Kimberly,Clark,,,,,12.May.15,17253.97
100000454,Edward,Hart,,,,,12.May.15,22143.77
100000455,Eric,Henderson,,,,,12.May.15,1760.36
100000456,Amanda,Ball,,,,,12.May.15,28034.11
200000457,Samantha,Mackay,,,,,12.May.15,18739.74
200000458,Lucas,Tucker,,,,,12.May.15,34640.4
200000459,Charles,Brown,,,,,12.May.15,57551.21
200000460,Olivia,Turner,,,,,12.May.15,18720.84
200000461,Alan,Grant,,,,,12.May.15,29971.21
200000462,Paul,Martin,,,,,12.May.15,6967.51
200000463,Paul,Reid,,,,,12.May.15,131848.63
200000464,Adam,Dyer,,,,,12.May.15,26601.44
200000465,Una,Lawrence,,,,,12.May.15,48457.47
300000466,Amy,Davies,,,,,12.May.15,83260.18
300000467,Angela,Morrison,,,,,12.May.15,1291.01
300000468,Jasmine,Allan,,,,,12.May.15,64149.12
300000469,Peter,Parsons,,,,,12.May.15,64271.06
400000470,James,White,,,,,12.May.15,14890.26
400000471,Joan,Blake,,,,,12.May.15,27867.83
400000472,Gabrielle,Hardacre,,,,,12.May.15,58442.19
